Mã,Tên,Tên Tiếng Anh,Cấp,Mã TP,Tình/ Thành Phố,Nghị định
01,Thành phố Hà Nội,,Thành phố Trung ương,,,
06733,Xã Hải Ninh,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06736,Phường Móng Cái 3,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06757,Xã Vĩnh Thực,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06760,Phường Mông Dương,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06778,Phường Quang Hanh,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06781,Phường Cửa Ông,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06793,Phường Cẩm Phả,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06799,Xã Hải Hòa,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06811,Phường Uông Bí,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06820,Phường Vàng Danh,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06832,Phường Yên Tử,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06838,Xã Bình Liêu,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06841,Xã Hoành Mô,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06856,Xã Lục Hồn,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06862,Xã Tiên Yên,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06874,Xã Điền Xá,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06877,Xã Đông Ngũ,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06886,Xã Hải Lạng,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06895,Xã Đầm Hà,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06913,Xã Quảng Tân,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06922,Xã Quảng Hà,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06931,Xã Quảng Đức,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06946,Xã Đường Hoa,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06967,Xã Cái Chiên,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06970,Xã Ba Chẽ,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06979,Xã Kỳ Thượng,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06985,Xã Lương Minh,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
06994,Đặc khu Vân Đồn,,Đặc khu,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07030,Phường Hoành Bồ,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07054,Xã Quảng La,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07060,Xã Thống Nhất,,Xã,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07069,Phường Mạo Khê,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07081,Phường Bình Khê,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07090,Phường An Sinh,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07093,Phường Đông Triều,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07114,Phường Hoàng Quế,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07132,Phường Quảng Yên,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07135,Phường Đông Mai,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07147,Phường Hiệp Hòa,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07168,Phường Hà An,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07180,Phường Liên Hòa,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07183,Phường Phong Cốc,,Phường,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
07192,Đặc khu Cô Tô,,Đặc khu,22,Tỉnh Quảng Ninh,Số: 1679/NQ-UBTVQH15; Ngày: 16/06/2025
24,Tỉnh Bắc Ninh,,Tỉnh,,,
24,Tỉnh Bắc Ninh,,Tỉnh,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07210,Phường Bắc Giang,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07228,Phường Đa Mai,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07246,Xã Xuân Lương,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07264,Xã Tam Tiến,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07282,Xã Đồng Kỳ,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07288,Xã Yên Thế,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07294,Xã Bố Hạ,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07306,Xã Nhã Nam,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07330,Xã Phúc Hòa,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07333,Xã Quang Trung,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07339,Xã Tân Yên,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07351,Xã Ngọc Thiện,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07375,Xã Lạng Giang,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07381,Xã Tiên Lục,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07399,Xã Kép,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07420,Xã Mỹ Thái,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07432,Xã Tân Dĩnh,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07444,Xã Lục Nam,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07450,Xã Đông Phú,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07462,Xã Bảo Đài,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07486,Xã Nghĩa Phương,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07489,Xã Trường Sơn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07492,Xã Lục Sơn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07498,Xã Bắc Lũng,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07519,Xã Cẩm Lý,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07525,Phường Chũ,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07531,Xã Tân Sơn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07534,Xã Sa Lý,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07537,Xã Biên Sơn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07543,Xã Sơn Hải,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07552,Xã Kiên Lao,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07573,Xã Biển Động,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07582,Xã Lục Ngạn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07594,Xã Đèo Gia,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07603,Xã Nam Dương,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07612,Phường Phượng Sơn,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07615,Xã Sơn Động,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07616,Xã Tây Yên Tử,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07621,Xã Vân Sơn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07627,Xã Đại Sơn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07642,Xã Yên Định,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07654,Xã An Lạc,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07663,Xã Tuấn Đạo,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07672,Xã Dương Hưu,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07681,Phường Yên Dũng,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07682,Phường Tân An,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07696,Phường Tiền Phong,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07699,Phường Tân Tiến,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07735,Xã Đồng Việt,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07738,Phường Cảnh Thụy,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07774,Phường Tự Lạn,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07777,Phường Việt Yên,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07795,Phường Nếnh,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07798,Phường Vân Hà,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07822,Xã Hoàng Vân,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07840,Xã Hiệp Hoà,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07864,Xã Hợp Thịnh,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
07870,Xã Xuân Cẩm,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09169,Phường Vũ Ninh,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09187,Phường Kinh Bắc,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09190,Phường Võ Cường,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09193,Xã Yên Phong,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09202,Xã Tam Giang,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09205,Xã Yên Trung,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09208,Xã Tam Đa,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09238,Xã Văn Môn,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09247,Phường Quế Võ,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09253,Phường Nhân Hòa,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09265,Phường Phương Liễu,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09286,Phường Nam Sơn,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09292,Xã Phù Lãng,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09295,Phường Bồng Lai,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09301,Phường Đào Viên,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09313,Xã Chi Lăng,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09319,Xã Tiên Du,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09325,Phường Hạp Lĩnh,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09334,Xã Liên Bão,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09340,Xã Đại Đồng,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09343,Xã Tân Chi,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09349,Xã Phật Tích,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09367,Phường Từ Sơn,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09370,Phường Tam Sơn,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09379,Phường Phù Khê,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09385,Phường Đồng Nguyên,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09400,Phường Thuận Thành,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09409,Phường Mão Điền,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09427,Phường Trí Quả,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09430,Phường Trạm Lộ,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09433,Phường Song Liễu,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09445,Phường Ninh Xá,,Phường,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09454,Xã Gia Bình,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09466,Xã Cao Đức,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09469,Xã Đại Lai,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09475,Xã Nhân Thắng,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09487,Xã Đông Cứu,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09496,Xã Lương Tài,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09499,Xã Trung Kênh,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09523,Xã Trung Chính,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
09529,Xã Lâm Thao,,Xã,24,Tỉnh Bắc Ninh,Số: 1658/NQ-UBTVQH15; Ngày: 16/06/2025
25,Tỉnh Phú Thọ,,Tỉnh,,,202/2025/QH15 - 12/06/2025
25,Tỉnh Phú Thọ,,Tỉnh,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04792,Phường Tân Hòa,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04795,Phường Hòa Bình,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04828,Phường Thống Nhất,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04831,Xã Đà Bắc,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04846,Xã Đức Nhàn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04849,Xã Tân Pheo,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04873,Xã Quy Đức,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04876,Xã Cao Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04891,Xã Tiền Phong,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04894,Phường Kỳ Sơn,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04897,Xã Thịnh Minh,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04924,Xã Lương Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04960,Xã Liên Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04978,Xã Kim Bôi,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
04990,Xã Nật Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05014,Xã Mường Động,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05047,Xã Cao Dương,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05068,Xã Hợp Kim,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05086,Xã Dũng Tiến,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05089,Xã Cao Phong,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05092,Xã Thung Nai,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05116,Xã Mường Thàng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05128,Xã Tân Lạc,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05134,Xã Mường Hoa,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05152,Xã Vân Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05158,Xã Mường Bi,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05191,Xã Toàn Thắng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05200,Xã Mai Châu,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05206,Xã Tân Mai,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05212,Xã Pà Cò,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05245,Xã Bao La,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05251,Xã Mai Hạ,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05266,Xã Lạc Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05287,Xã Mường Vang,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05290,Xã Nhân Nghĩa,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05293,Xã Thượng Cốc,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05305,Xã Yên Phú,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05323,Xã Quyết Thắng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05329,Xã Ngọc Sơn,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05347,Xã Đại Đồng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05353,Xã Yên Thủy,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05362,Xã Lạc Lương,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05386,Xã Yên Trị,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05392,Xã Lạc Thủy,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05395,Xã An Nghĩa,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
05425,Xã An Bình,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07894,Phường Nông Trang,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07900,Phường Việt Trì,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07909,Phường Thanh Miếu,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07918,Phường Vân Phú,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07942,Phường Phú Thọ,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07948,Phường Âu Cơ,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07954,Phường Phong Châu,,Phường,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07969,Xã Đoan Hùng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07996,Xã Bằng Luân,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
07999,Xã Chí Đám,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
08023,Xã Tây Cốc,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
08038,Xã Chân Mộng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
08053,Xã Hạ Hòa,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
08071,Xã Đan Thượng,,Xã,25,Tỉnh Phú Thọ,Số: 1676/NQ-UBTVQH15; Ngày: 16/06/2025
